57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
57;18;0;0
